0.162000,-0.144000,0.316000,0.393000
0.171000,-0.151000,0.330000,0.411000
0.176000,-0.153000,0.333000,0.416000
0.185000,-0.159000,0.346000,0.433000
0.192000,-0.162000,0.353000,0.443000
0.192000,-0.161000,0.348000,0.439000
0.196000,-0.162000,0.350000,0.443000
0.175000,-0.141000,0.301000,0.385000
0.151000,-0.121000,0.255000,0.330000
0.162000,-0.128000,0.269000,0.349000
0.143000,-0.112000,0.233000,0.304000
0.138000,-0.106000,0.221000,0.291000
0.170000,-0.147000,0.327000,0.407000
0.172000,-0.147000,0.326000,0.407000
0.177000,-0.149000,0.330000,0.413000
0.179000,-0.149000,0.329000,0.413000
0.186000,-0.153000,0.337000,0.424000
0.186000,-0.151000,0.332000,0.419000
0.190000,-0.153000,0.335000,0.424000
0.174000,-0.138000,0.299000,0.382000
0.143000,-0.113000,0.242000,0.313000
0.149000,-0.116000,0.248000,0.321000
0.138000,-0.106000,0.225000,0.294000
0.146000,-0.111000,0.236000,0.308000
0.168000,-0.142000,0.320000,0.398000
0.175000,-0.146000,0.329000,0.410000
0.177000,-0.145000,0.326000,0.408000
0.182000,-0.148000,0.331000,0.415000
0.186000,-0.149000,0.332000,0.418000
0.185000,-0.146000,0.325000,0.411000
0.180000,-0.141000,0.311000,0.396000
0.157000,-0.122000,0.267000,0.342000
0.147000,-0.113000,0.246000,0.318000
0.144000,-0.109000,0.236000,0.307000
0.155000,-0.116000,0.251000,0.327000
0.180000,-0.142000,0.323000,0.406000
0.179000,-0.140000,0.316000,0.399000
0.181000,-0.139000,0.314000,0.398000
0.185000,-0.141000,0.317000,0.403000
0.148000,-0.112000,0.248000,0.319000
0.167000,-0.124000,0.276000,0.355000
0.143000,-0.106000,0.232000,0.302000
0.185000,-0.142000,0.326000,0.411000
0.179000,-0.136000,0.311000,0.394000
0.167000,-0.125000,0.285000,0.363000
0.165000,-0.122000,0.277000,0.354000
0.157000,-0.115000,0.259000,0.334000
0.135000,-0.098000,0.218000,0.284000
0.173000,-0.129000,0.301000,0.380000
0.179000,-0.130000,0.302000,0.385000
0.158000,-0.114000,0.261000,0.336000
0.139000,-0.099000,0.226000,0.293000
0.175000,-0.127000,0.302000,0.381000
0.187000,-0.134000,0.318000,0.402000
0.167000,-0.118000,0.278000,0.355000
0.152000,-0.106000,0.247000,0.319000
-1.057000,-1.609000,4.527000,4.930000
-0.048000,-0.084000,0.225000,0.256000
-0.050000,-0.092000,0.247000,0.279000
-0.052000,-0.098000,0.265000,0.298000
0.175000,-0.125000,0.301000,0.380000
0.156000,-0.110000,0.264000,0.336000
0.165000,-0.115000,0.275000,0.351000
0.147000,-0.101000,0.239000,0.308000
-1.067000,-1.596000,4.579000,4.976000
-0.047000,-0.079000,0.213000,0.243000
-0.047000,-0.081000,0.222000,0.252000
-0.052000,-0.093000,0.257000,0.289000
0.177000,-0.124000,0.306000,0.384000
0.170000,-0.116000,0.284000,0.360000
0.144000,-0.097000,0.235000,0.302000
-1.106000,-1.544000,4.506000,4.900000
-1.081000,-1.548000,4.522000,4.911000
0.000000,-0.001000,-0.011000,0.000000
-0.047000,-0.078000,0.217000,0.246000
-0.053000,-0.090000,0.251000,0.283000
0.171000,-0.116000,0.291000,0.367000
0.195000,-0.131000,0.328000,0.414000
0.161000,-0.107000,0.265000,0.338000
-1.129000,-1.512000,4.494000,4.885000
-1.103000,-1.514000,4.506000,4.891000
-1.091000,-1.534000,4.573000,4.956000
-1.073000,-1.550000,4.624000,5.005000
-0.034000,-0.052000,0.143000,0.166000
-0.043000,-0.068000,0.189000,0.216000
0.160000,-0.107000,0.272000,0.343000
0.216000,-0.142000,0.365000,0.457000
0.184000,-0.120000,0.306000,0.386000
-1.140000,-1.499000,4.548000,4.933000
-1.120000,-1.509000,4.585000,4.966000
-1.102000,-1.523000,4.632000,5.010000
-0.015000,-0.022000,0.055000,0.072000
-0.055000,-0.081000,0.234000,0.265000
-0.047000,-0.074000,0.212000,0.241000
0.166000,-0.108000,0.279000,0.352000
0.189000,-0.121000,0.314000,0.396000
-1.152000,-1.451000,4.487000,4.865000
-1.139000,-1.469000,4.551000,4.927000
-1.129000,-1.493000,4.629000,5.004000
-1.116000,-1.514000,4.699000,5.073000
-0.026000,-0.036000,0.100000,0.120000
-0.050000,-0.072000,0.210000,0.239000
-0.060000,-0.092000,0.274000,0.307000
0.167000,-0.106000,0.281000,0.354000
0.196000,-0.124000,0.328000,0.411000
-1.184000,-1.430000,4.509000,4.887000
-1.154000,-1.427000,4.506000,4.876000
-1.158000,-1.466000,4.635000,5.008000
-1.138000,-1.477000,4.677000,5.046000
-0.001000,-0.003000,-0.005000,0.007000
-0.006000,-0.008000,0.013000,0.027000
-0.065000,-0.097000,0.295000,0.328000
0.180000,-0.111000,0.300000,0.377000
-1.207000,-1.397000,4.495000,4.870000
-1.190000,-1.409000,4.539000,4.910000
-1.177000,-1.426000,4.602000,4.970000
-1.167000,-1.449000,4.682000,5.049000
-0.011000,-0.014000,0.032000,0.047000
-0.003000,-0.004000,0.000000,0.012000
-1.085000,-1.453000,4.711000,5.059000
-0.067000,-0.101000,0.315000,0.348000
0.175000,-0.106000,0.292000,0.367000
-1.214000,-1.377000,4.527000,4.896000
-1.198000,-1.391000,4.580000,4.945000
-1.188000,-1.413000,4.656000,5.020000
-1.174000,-1.430000,4.720000,5.080000
-0.001000,-0.003000,-0.005000,0.007000
-1.099000,-1.407000,4.655000,4.996000
-0.008000,-0.011000,0.021000,0.036000
-0.044000,-0.060000,0.186000,0.212000
-0.070000,-0.104000,0.332000,0.366000
0.179000,-0.107000,0.300000,0.375000
-1.234000,-1.342000,4.503000,4.869000
-1.214000,-1.350000,4.538000,4.899000
-1.210000,-1.377000,4.632000,4.992000
-1.194000,-1.391000,4.687000,5.044000
-0.011000,-0.014000,0.033000,0.048000
-1.137000,-1.391000,4.698000,5.041000
-1.104000,-1.384000,4.682000,5.016000
-0.017000,-0.023000,0.064000,0.081000
-0.048000,-0.064000,0.203000,0.229000
-0.053000,-0.073000,0.235000,0.263000
-0.071000,-0.104000,0.339000,0.373000
-0.064000,-0.096000,0.313000,0.345000
0.175000,-0.102000,0.293000,0.367000
-1.283000,-1.337000,4.580000,4.952000
-1.240000,-1.322000,4.535000,4.895000
